Time_s,Voltage_mV
1.403,-0.124615
1.404,-0.114234
1.405,-0.115856
1.406,-0.118127
1.407,-0.120398
1.408,-0.124615
1.409,-0.13305
1.41,-0.146676
1.411,-0.164845
1.412,-0.181715
1.413,-0.184959
1.414,-0.179768
1.415,-0.175551
1.416,-0.181066
1.417,-0.190799
1.418,-0.202803
1.419,-0.20994
1.42,-0.223566
1.421,-0.236543
1.422,-0.243356
1.423,-0.243681
1.424,-0.250169
1.425,-0.253089
1.426,-0.253738
1.427,-0.252116
1.428,-0.246601
1.429,-0.266391
1.43,-0.287479
1.431,-0.301429
1.432,-0.30954
1.433,-0.311162
1.434,-0.313433
1.435,-0.317651
1.436,-0.319273
1.437,-0.317975
1.438,-0.319273
1.439,-0.330952
1.44,-0.336468
1.441,-0.334846
1.442,-0.341983
1.443,-0.347823
1.444,-0.353987
1.445,-0.361449
1.446,-0.368911
1.447,-0.372155
1.448,-0.365017
1.449,-0.370533
1.45,-0.381563
1.451,-0.386754
1.452,-0.4033
1.453,-0.422766
1.454,-0.441583
1.455,-0.465591
1.456,-0.481163
1.457,-0.495438
1.458,-0.512957
1.459,-0.538912
1.46,-0.561622
1.461,-0.586927
1.462,-0.602175
1.463,-0.609637
1.464,-0.602824
1.465,-0.585629
1.466,-0.561946
1.467,-0.520419
1.468,-0.463968
1.469,-0.395838
1.47,-0.3183
1.471,-0.243681
1.472,-0.180417
1.473,-0.132077
1.474,-0.087306
1.475,-0.04805
1.476,-0.015282
1.477,0.011645
1.478,0.027867
1.479,0.039871
1.48,0.051226
1.481,0.062581
1.482,0.070043
1.483,0.081722
1.484,0.087237
1.485,0.098268
1.486,0.120005
1.487,0.129089
1.488,0.118058
1.489,0.105081
1.49,0.106379
1.491,0.118058
1.492,0.130711
1.493,0.137848
1.494,0.138822
1.495,0.135577
1.496,0.133631
1.497,0.119356
1.498,0.120654
1.499,0.140444
1.5,0.15699
1.501,0.153745
1.502,0.152123
1.503,0.160883
1.504,0.168345
1.505,0.17094
1.506,0.181971
1.507,0.177104
1.508,0.154394
1.509,0.147906
1.51,0.147581
1.511,0.141741
1.512,0.129413
1.513,0.130386
1.514,0.141417
1.515,0.150177
1.516,0.139795
1.517,0.123573
1.518,0.119031
1.519,0.111894
1.52,0.103134
1.521,0.091455
1.522,0.088535
1.523,0.088859
1.524,0.089508
1.525,0.085291
1.526,0.084317
1.527,0.088535
1.528,0.083993
1.529,0.080424
1.53,0.083993
1.531,0.087237
1.532,0.091779
1.533,0.090806
1.534,0.087886
1.535,0.09113
1.536,0.108974
1.537,0.117734
1.538,0.113516
1.539,0.109623
1.54,0.106703
1.541,0.090806
1.542,0.077829
1.543,0.075882
1.544,0.086264
1.545,0.093077
1.546,0.095348
1.547,0.095024
1.548,0.092428
1.549,0.092104
1.55,0.095997
1.551,0.09989
1.552,0.09405
1.553,0.087237
1.554,0.075233
1.555,0.05155
1.556,0.031435
1.557,0.026569
1.558,0.036302
1.559,0.041817
1.56,0.041493
1.561,0.03176
1.562,0.02592
1.563,0.021378
1.564,0.019431
1.565,0.010347
1.566,0.008401
1.567,0.010672
1.568,0.018783
1.569,0.025271
1.57,0.024622
1.571,0.024622
1.572,0.02592
1.573,0.025596
1.574,0.028516
1.575,0.030462
1.576,0.023649
1.577,0.015538
1.578,0.028191
1.579,0.041168
1.58,0.050901
1.581,0.04863
1.582,0.035653
1.583,0.031435
1.584,0.027218
1.585,0.02008
1.586,0.015863
1.587,0.020405
1.588,0.034355
1.589,0.040195
1.59,0.043439
1.591,0.056741
1.592,0.071665
1.593,0.089833
1.594,0.089508
1.595,0.070691
1.596,0.050901
1.597,0.042466
1.598,0.036951
1.599,0.045386
1.6,0.067447
1.601,0.095348
1.602,0.118058
1.603,0.114165
1.604,0.101188
1.605,0.090157
1.606,0.096646
1.607,0.106379
1.608,0.122276
1.609,0.153097
1.61,0.185215
1.611,0.20825
1.612,0.224471
1.613,0.236475
1.614,0.236799
1.615,0.235177
1.616,0.239395
1.617,0.240693
1.618,0.229337
1.619,0.215063
1.62,0.205005
1.621,0.196246
1.622,0.184242
1.623,0.168345
1.624,0.151474
1.625,0.12844
1.626,0.097619
1.627,0.073936
1.628,0.061932
1.629,0.05155
1.63,0.033382
1.631,0.015538
1.632,0.010996
1.633,0.019431
1.634,0.03468
1.635,0.024622
1.636,0.012618
1.637,0.01197
1.638,-0.000683
1.639,-0.009118
1.64,-0.013336
1.641,0.002886
1.642,0.018783
1.643,0.012294
1.644,-0.011714
1.645,-0.018202
1.646,-0.02826
1.647,-0.048374
1.648,-0.057134
1.649,-0.057134
1.65,-0.056485
1.651,-0.058756
1.652,-0.064596
1.653,-0.069462
1.654,-0.068165
1.655,-0.06492
1.656,-0.063622
1.657,-0.062649
1.658,-0.05389
1.659,-0.048374
1.66,-0.048699
1.661,-0.047077
1.662,-0.036695
1.663,-0.038317
1.664,-0.041561
1.665,-0.038317
1.666,-0.041886
1.667,-0.037344
1.668,-0.026962
1.669,-0.022096
1.67,-0.024042
1.671,-0.030531
1.672,-0.030855
1.673,-0.030531
1.674,-0.030855
1.675,-0.025664
1.676,-0.014958
1.677,-0.004576
1.678,0.003534
1.679,0.003534
1.68,0.002886
1.681,0.012943
1.682,0.023973
1.683,0.045061
1.684,0.056741
1.685,0.050577
1.686,0.034355
1.687,0.040844
1.688,0.055443
1.689,0.050577
1.69,0.024947
1.691,-0.025989
1.692,-0.100607
1.693,-0.19891
1.694,-0.325113
1.695,-0.488301
1.696,-0.670305
1.697,-0.866261
1.698,-1.047941
1.699,-1.168628
1.7,-1.215346
1.701,-1.187121
1.702,-1.069353
1.703,-0.890917
1.704,-0.648893
1.705,-0.334846
1.706,0.071016
1.707,0.537546
1.708,1.006996
1.709,1.449844
1.71,1.881012
1.711,2.261894
1.712,2.610982
1.713,2.887073
1.714,3.073622
1.715,3.182955
1.716,3.178089
1.717,3.020415
1.718,2.745946
1.719,2.400426
1.72,2.040308
1.721,1.677919
1.722,1.320072
1.723,0.976175
1.724,0.708196
1.725,0.524244
1.726,0.401934
1.727,0.340617
1.728,0.311743
1.729,0.301685
1.73,0.305578
1.731,0.305578
1.732,0.293575
1.733,0.285464
1.734,0.274433
1.735,0.260807
1.736,0.239395
1.737,0.209547
1.738,0.172562
1.739,0.134928
1.74,0.112867
1.741,0.09113
1.742,0.066474
1.743,0.046684
1.744,0.035004
1.745,0.018458
1.746,0.002237
1.747,-0.010092
1.748,-0.020149
1.749,-0.037019
1.75,-0.04805
1.751,-0.061351
1.752,-0.071733
1.753,-0.081466
1.754,-0.087955
1.755,-0.091523
1.756,-0.09931
1.757,-0.099959
1.758,-0.102878
1.759,-0.113585
1.76,-0.123642
1.761,-0.12202
1.762,-0.122669
1.763,-0.121695
1.764,-0.113909
1.765,-0.114234
1.766,-0.125264
1.767,-0.133699
1.768,-0.129157
1.769,-0.130455
1.77,-0.141161
1.771,-0.155112
1.772,-0.175226
1.773,-0.177822
1.774,-0.175875
1.775,-0.184959
1.776,-0.19015
1.777,-0.182039
1.778,-0.18431
1.779,-0.183013
1.78,-0.18139
1.781,-0.189501
1.782,-0.210913
1.783,-0.230055
1.784,-0.243681
1.785,-0.24725
1.786,-0.243681
1.787,-0.241734
1.788,-0.237517
1.789,-0.237192
1.79,-0.238814
1.791,-0.242059
1.792,-0.24725
1.793,-0.255036
1.794,-0.255685
1.795,-0.256658
1.796,-0.256334
1.797,-0.267364
1.798,-0.282288
1.799,-0.284883
1.8,-0.27807
1.801,-0.274502
1.802,-0.284235
1.803,-0.293643
1.804,-0.308567
1.805,-0.332899
1.806,-0.345227
1.807,-0.346201
1.808,-0.339712
1.809,-0.334197
1.81,-0.342307
1.811,-0.351391
1.812,-0.347498
1.813,-0.342956
1.814,-0.358204
1.815,-0.377021
1.816,-0.400056
1.817,-0.427957
1.818,-0.450667
1.819,-0.465915
1.82,-0.478568
1.821,-0.486678
1.822,-0.485381
1.823,-0.478568
1.824,-0.479217
1.825,-0.488625
1.826,-0.492843
1.827,-0.49414
1.828,-0.496087
1.829,-0.491869
1.83,-0.487976
1.831,-0.493816
1.832,-0.498682
1.833,-0.506469
1.834,-0.513606
1.835,-0.524312
1.836,-0.541831
1.837,-0.558702
1.838,-0.574599
1.839,-0.591794
1.84,-0.612233
1.841,-0.640133
1.842,-0.666088
1.843,-0.684256
1.844,-0.693989
1.845,-0.712481
1.846,-0.726432
1.847,-0.734542
1.848,-0.742329
1.849,-0.740058
1.85,-0.717672
1.851,-0.674523
1.852,-0.61937
1.853,-0.563893
1.854,-0.499656
1.855,-0.438663
1.856,-0.385781
1.857,-0.327708
1.858,-0.270284
1.859,-0.222917
1.86,-0.182364
1.861,-0.140837
1.862,-0.110665
1.863,-0.089577
1.864,-0.061676
1.865,-0.029882
1.866,-0.025015
1.867,-0.033126
1.868,-0.030206
1.869,-0.024367
1.87,-0.015931
1.871,-0.014958
1.872,-0.016256
1.873,-0.018851
1.874,-0.023393
1.875,-0.0195
1.876,-0.006523
1.877,-3.43E-05
1.878,-0.002305
1.879,-0.003603
1.88,-0.000683
1.881,0.008725
1.882,0.016187
1.883,0.017485
1.884,0.022027
1.885,0.028191
1.886,0.02008
1.887,0.011645
1.888,0.010672
1.889,0.014889
1.89,0.021378
1.891,0.035653
1.892,0.049279
1.893,0.041493
1.894,0.033382
1.895,0.032733
1.896,0.036302
1.897,0.044088
1.898,0.05447
1.899,0.046684
1.9,0.044413
1.901,0.043115
1.902,0.043115
1.903,0.04571
1.904,0.040844
1.905,0.039222
1.906,0.040844
1.907,0.036951
1.908,0.030138
1.909,0.028516
1.91,0.019756
1.911,0.008401
1.912,0.001263
1.913,0.00321
1.914,0.005481
1.915,-0.009443
1.916,-0.018527
1.917,-0.018527
1.918,-0.01658
1.919,-0.01658
1.92,-0.017553
1.921,-0.016905
1.922,-0.014958
1.923,-0.006523
1.924,0.004508
1.925,0.010996
1.926,0.016836
1.927,0.022676
1.928,0.026893
1.929,0.029813
1.93,0.030462
1.931,0.032409
1.932,0.043115
1.933,0.045061
1.934,0.036302
1.935,0.044088
1.936,0.055768
1.937,0.057065
1.938,0.036626
1.939,0.021378
1.94,0.015863
1.941,0.01716
1.942,0.024622
1.943,0.035653
1.944,0.040844
1.945,0.035653
1.946,0.030787
1.947,0.029164
1.948,0.023973
1.949,0.02592
1.95,0.020729
1.951,0.015214
1.952,0.013592
1.953,0.015214
1.954,0.016187
1.955,0.018458
1.956,0.023325
1.957,0.029813
1.958,0.040844
1.959,0.043439
1.96,0.04279
1.961,0.033058
1.962,0.028516
1.963,0.029813
1.964,0.040844
1.965,0.05447
1.966,0.057714
1.967,0.049279
1.968,0.035977
1.969,0.030138
1.97,0.018458
1.971,0.013916
1.972,0.020405
1.973,0.029164
1.974,0.024298
1.975,0.02592
1.976,0.029813
1.977,0.021378
1.978,0.024298
1.979,0.035653
1.98,0.041168
1.981,0.040195
1.982,0.047008
1.983,0.052199
1.984,0.047332
1.985,0.040844
1.986,0.044737
1.987,0.055443
1.988,0.056092
1.989,0.062256
1.99,0.066798
1.991,0.056092
1.992,0.047008
1.993,0.048955
1.994,0.057065
1.995,0.079127
1.996,0.121302
1.997,0.160558
1.998,0.186837
1.999,0.197543
2,0.202734
2.001,0.203383
2.002,0.199814
2.003,0.193975
2.004,0.195597
2.005,0.193326
2.006,0.189108
2.007,0.182944
2.008,0.175807
2.009,0.160558
2.01,0.140119
2.011,0.112867
2.012,0.08302
2.013,0.059661
2.014,0.037275
2.015,0.013592
2.016,-0.001981
2.017,-0.011389
2.018,-0.016905
2.019,-0.027611
2.02,-0.041561
2.021,-0.050321
2.022,-0.052916
2.023,-0.054863
2.024,-0.056485
2.025,-0.061027
2.026,-0.062
2.027,-0.054538
2.028,-0.049672
2.029,-0.053241
2.03,-0.04805
2.031,-0.039939
2.032,-0.035722
2.033,-0.037993
2.034,-0.043508
2.035,-0.047077
2.036,-0.053565
2.037,-0.049672
2.038,-0.054863
2.039,-0.057134
2.04,-0.062
2.041,-0.062325
2.042,-0.062974
2.043,-0.059729
2.044,-0.053241
2.045,-0.050645
2.046,-0.052267
2.047,-0.046752
2.048,-0.046752
2.049,-0.050645
2.05,-0.043183
2.051,-0.038317
2.052,-0.037344
2.053,-0.035073
2.054,-0.036046
2.055,-0.038966
2.056,-0.043508
2.057,-0.041561
2.058,-0.036695
2.059,-0.035073
2.06,-0.037344
2.061,-0.042535
2.062,-0.041561
2.063,-0.031828
2.064,-0.011714
2.065,0.007752
2.066,0.009699
2.067,0.000939
2.068,-0.008469
2.069,-0.011714
2.07,-0.01658
2.071,-0.02534
2.072,-0.021771
2.073,-0.01366
2.074,-0.006523
2.075,-0.007172
2.076,-0.017553
2.077,-0.043508
2.078,-0.092821
2.079,-0.161276
2.08,-0.268013
2.081,-0.421468
2.082,-0.603473
2.083,-0.802672
2.084,-0.994086
2.085,-1.135861
2.086,-1.21567
2.087,-1.241949
2.088,-1.181281
2.089,-1.018093
2.09,-0.793264
2.091,-0.511011
2.092,-0.145379
2.093,0.289357
2.094,0.750696
2.095,1.206521
2.096,1.66267
2.097,2.080213
2.098,2.435465
2.099,2.727129
2.1,2.931845
2.101,3.074595
2.102,3.12326
2.103,3.037285
2.104,2.80045
2.105,2.455904
2.106,2.06756
2.107,1.68538
2.108,1.34116
2.109,0.999859
2.11,0.694894
2.111,0.473633
2.112,0.318556
2.113,0.23388
2.114,0.20825
2.115,0.210196
2.116,0.223498
2.117,0.232906
2.118,0.232257
2.119,0.212143
2.12,0.184891
2.121,0.161532
2.122,0.132982
2.123,0.098917
2.124,0.069394
2.125,0.038897
2.126,0.011321
2.127,-0.010416
2.128,-0.030531
2.129,-0.042859
2.13,-0.051294
2.131,-0.060378
2.132,-0.05908
2.133,-0.05908
2.134,-0.066867
2.135,-0.078222
2.136,-0.08763
2.137,-0.092821
2.138,-0.11034
2.139,-0.120398
2.14,-0.12786
2.141,-0.128184
2.142,-0.132077
2.143,-0.141161
2.144,-0.141161
2.145,-0.135321
2.146,-0.125589
2.147,-0.126562
2.148,-0.134024
2.149,-0.142459
2.15,-0.140188
2.151,-0.130131
2.152,-0.127211
2.153,-0.127535
2.154,-0.121695
2.155,-0.122669
2.156,-0.125589
2.157,-0.137592
2.158,-0.141486
2.159,-0.153165
2.16,-0.177173
2.161,-0.186906
2.162,-0.184959
2.163,-0.175226
2.164,-0.173929
2.165,-0.170684
2.166,-0.176524
2.167,-0.185932
2.168,-0.19599
2.169,-0.203127
2.17,-0.207345
2.171,-0.206696
2.172,-0.206371
2.173,-0.189501
2.174,-0.180742
2.175,-0.198261
2.176,-0.219349
2.177,-0.219349
2.178,-0.218051
2.179,-0.228433
2.18,-0.232975
2.181,-0.242383
2.182,-0.256658
2.183,-0.268013
2.184,-0.2612
2.185,-0.256982
2.186,-0.265093
2.187,-0.279044
2.188,-0.290723
2.189,-0.29267
2.19,-0.293319
2.191,-0.303051
2.192,-0.315704
2.193,-0.328033
2.194,-0.336792
2.195,-0.341983
2.196,-0.347498
2.197,-0.353662
2.198,-0.359502
2.199,-0.362098
2.2,-0.367613
2.201,-0.376697
2.202,-0.391945
2.203,-0.403625
2.204,-0.406869
2.205,-0.404598
2.206,-0.409789
2.207,-0.417575
2.208,-0.419846
2.209,-0.415628
2.21,-0.423739
2.211,-0.439961
2.212,-0.450991
2.213,-0.448071
2.214,-0.45164
2.215,-0.458778
2.216,-0.458129
2.217,-0.453587
2.218,-0.458453
2.219,-0.47143
2.22,-0.486678
2.221,-0.496736
2.222,-0.509389
2.223,-0.523663
2.224,-0.539885
2.225,-0.565515
2.226,-0.596336
2.227,-0.621317
2.228,-0.634294
2.229,-0.649218
2.23,-0.663168
2.231,-0.672576
2.232,-0.687825
2.233,-0.707615
2.234,-0.700153
2.235,-0.692367
2.236,-0.683607
2.237,-0.645649
2.238,-0.610286
2.239,-0.573626
2.24,-0.508091
2.241,-0.444503
2.242,-0.382212
2.243,-0.314731
2.244,-0.248872
2.245,-0.194043
2.246,-0.159005
2.247,-0.12202
2.248,-0.080168
2.249,-0.046103
2.25,-0.015931
2.251,-0.004252
2.252,-0.003603
2.253,-0.001332
2.254,0.000615
2.255,-0.000683
2.256,0.001263
2.257,0.005481
2.258,0.013592
2.259,0.02008
2.26,0.026569
2.261,0.035329
2.262,0.044088
2.263,0.050577
2.264,0.056416
2.265,0.057714
2.266,0.053172
2.267,0.042142
2.268,0.032733
2.269,0.023649
2.27,0.015214
2.271,0.008076
2.272,0.002237
2.273,0.000615
2.274,0.005805
2.275,0.018458
2.276,0.020729
2.277,0.019756
2.278,0.028191
2.279,0.029164
2.28,0.021702
2.281,0.011645
2.282,0.004183
2.283,0.007752
2.284,0.020405
2.285,0.025271
2.286,0.023325
2.287,0.022676
2.288,0.022351
2.289,0.017485
2.29,0.01197
2.291,0.00905
2.292,0.010023
2.293,0.012618
2.294,0.019756
2.295,0.026893
2.296,0.030462
2.297,0.027218
2.298,0.030462
2.299,0.031111
2.3,0.019431
2.301,0.017809
2.302,0.019431
2.303,0.013592
2.304,0.01716
2.305,0.024622
2.306,0.027218
2.307,0.028191
2.308,0.026569
2.309,0.029164
2.31,0.036626
2.311,0.066149
2.312,0.095672
2.313,0.066798
2.314,0.047008
2.315,0.050901
2.316,0.028516
2.317,0.016836
2.318,0.017485
2.319,0.023973
2.32,0.028191
2.321,0.026893
2.322,0.03176
2.323,0.041493
2.324,0.046359
2.325,0.049928
2.326,0.054145
2.327,0.057714
2.328,0.062581
2.329,0.070043
2.33,0.072638
2.331,0.063554
2.332,0.057714
2.333,0.055119
2.334,0.046684
2.335,0.043764
2.336,0.046684
2.337,0.050252
2.338,0.057714
2.339,0.065825
2.34,0.072962
2.341,0.076856
2.342,0.082371
2.343,0.080424
2.344,0.072638
2.345,0.069394
2.346,0.073287
2.347,0.07426
2.348,0.075233
2.349,0.081073
2.35,0.095348
2.351,0.098268
2.352,0.09113
2.353,0.087886
2.354,0.086264
2.355,0.081722
2.356,0.071989
2.357,0.063554
2.358,0.051874
2.359,0.038248
2.36,0.041168
2.361,0.044088
2.362,0.039871
2.363,0.038248
2.364,0.041817
2.365,0.045061
2.366,0.051874
2.367,0.067447
2.368,0.069394
2.369,0.066149
2.37,0.066474
2.371,0.063878
2.372,0.074585
2.373,0.087562
2.374,0.087886
2.375,0.084966
2.376,0.095348
2.377,0.101837
2.378,0.100539
2.379,0.103459
2.38,0.09989
2.381,0.084966
2.382,0.087886
2.383,0.090482
2.384,0.095348
2.385,0.096321
2.386,0.114489
2.387,0.138822
2.388,0.153745
2.389,0.166723
2.39,0.186837
2.391,0.195272
2.392,0.17678
2.393,0.175158
2.394,0.186188
2.395,0.190406
2.396,0.19073
2.397,0.198517
2.398,0.206627
2.399,0.183917
2.4,0.163478
2.401,0.143688
2.402,0.116112
2.403,0.093401
2.404,0.079127
2.405,0.070043
2.406,0.056092
2.407,0.033058
2.408,0.012294
2.409,-0.006198
2.41,-0.018202
2.411,-0.018851
2.412,-0.019825
2.413,-0.016256
2.414,-0.0195
2.415,-0.036695
2.416,-0.049996
2.417,-0.043832
2.418,-0.02826
2.419,-0.011714
2.42,-0.003279
2.421,-0.009443
2.422,-0.017553
2.423,-0.021122
2.424,-0.020473
2.425,-0.016905
2.426,0.000939
2.427,0.023325
2.428,0.020729
2.429,0.006454
2.43,0.00321
2.431,0.008401
2.432,0.01197
2.433,0.006779
2.434,0.013916
2.435,0.038897
2.436,0.041493
2.437,0.013267
2.438,0.001912
2.439,0.00321
2.44,0.00029
2.441,0.007428
2.442,0.012943
2.443,0.005481
2.444,0.004183
2.445,0.012294
2.446,0.014565
2.447,0.011321
2.448,0.006454
2.449,-0.001332
2.45,-0.006847
2.451,-0.006523
2.452,-0.003279
2.453,0.000939
2.454,0.012943
2.455,0.021702
2.456,0.022676
2.457,0.015214
2.458,0.005805
2.459,0.004832
2.46,0.007428
2.461,0.004183
2.462,-0.000683
2.463,0.00029
2.464,-0.003279
2.465,-0.0195
2.466,-0.046428
2.467,-0.095741
2.468,-0.165818
2.469,-0.256334
2.47,-0.391945
2.471,-0.57103
2.472,-0.769256
2.473,-0.963589
2.474,-1.118017
2.475,-1.214697
2.476,-1.259793
2.477,-1.216644
2.478,-1.066109
2.479,-0.850688
2.48,-0.576221
2.481,-0.230704
2.482,0.204356
2.483,0.688081
2.484,1.163696
2.485,1.622765
2.486,2.053934
2.487,2.405942
2.488,2.710583
2.489,2.933143
2.49,3.089194
2.491,3.161218
2.492,3.112878
2.493,2.917894
2.494,2.599627
2.495,2.213554
2.496,1.820019
2.497,1.460874
2.498,1.112112
2.499,0.798063
2.5,0.557985
2.501,0.384091
2.502,0.277678
2.503,0.247181
2.504,0.277029
2.505,0.293899
2.506,0.270865
2.507,0.248479
2.508,0.238097
2.509,0.214414
2.51,0.189108
2.511,0.165425
2.512,0.139795
2.513,0.112218
2.514,0.097295
2.515,0.079127
2.516,0.041817
2.517,0.01197
2.518,-3.43E-05
2.519,-0.004901
2.52,-0.012363
2.521,-0.025664
2.522,-0.051294
2.523,-0.068813
2.524,-0.077573
2.525,-0.080493
2.526,-0.081791
2.527,-0.092172
2.528,-0.100607
2.529,-0.11034
2.53,-0.117153
2.531,-0.116505
2.532,-0.12494
2.533,-0.149596
2.534,-0.167764
2.535,-0.160951
2.536,-0.155436
2.537,-0.156409
2.538,-0.160302
2.539,-0.163547
2.54,-0.168738
2.541,-0.166791
2.542,-0.163547
2.543,-0.16452
2.544,-0.170684
2.545,-0.1762
2.546,-0.182364
2.547,-0.190799
2.548,-0.188528
2.549,-0.194692
2.55,-0.213833
2.551,-0.222269
2.552,-0.220646
2.553,-0.235246
2.554,-0.256658
2.555,-0.258605
2.556,-0.254063
2.557,-0.249845
2.558,-0.247898
2.559,-0.248547
2.56,-0.248872
2.561,-0.24725
2.562,-0.24725
2.563,-0.250818
2.564,-0.262173
2.565,-0.268662
2.566,-0.27807
2.567,-0.294616
2.568,-0.301429
2.569,-0.294616
2.57,-0.290074
2.571,-0.297536
2.572,-0.308891
2.573,-0.308242
2.574,-0.300132
2.575,-0.307918
2.576,-0.317326
2.577,-0.327059
2.578,-0.328681
2.579,-0.322193
2.58,-0.31246
2.581,-0.305647
2.582,-0.314082
2.583,-0.330952
2.584,-0.341983
2.585,-0.338414
2.586,-0.330628
2.587,-0.328033
2.588,-0.327384
2.589,-0.327708
2.59,-0.331601
2.591,-0.337117
2.592,-0.337441
2.593,-0.347174
2.594,-0.358529
2.595,-0.370208
2.596,-0.380266
2.597,-0.391945
2.598,-0.401029
2.599,-0.409789
2.6,-0.408815
2.601,-0.399083
2.602,-0.398758
2.603,-0.426983
2.604,-0.459426
2.605,-0.478568
2.606,-0.489923
2.607,-0.499007
2.608,-0.511984
2.609,-0.52269
2.61,-0.535992
2.611,-0.548644
2.612,-0.567786
2.613,-0.585305
2.614,-0.603797
2.615,-0.623588
2.616,-0.64792
2.617,-0.668683
2.618,-0.6875
2.619,-0.720916
2.62,-0.757577
2.621,-0.778989
2.622,-0.791642
2.623,-0.801375
2.624,-0.794237
2.625,-0.772176
2.626,-0.734218
2.627,-0.685554
2.628,-0.640782
2.629,-0.584981
2.63,-0.514579
2.631,-0.445152
2.632,-0.386754
2.633,-0.335819
2.634,-0.280341
2.635,-0.229082
2.636,-0.186257
2.637,-0.151218
2.638,-0.125264
2.639,-0.103852
2.64,-0.088279
2.641,-0.086657
2.642,-0.081791
2.643,-0.064596
2.644,-0.053241
2.645,-0.037344
2.646,-0.015931
2.647,0.004183
2.648,0.006454
2.649,0.001263
2.65,-0.007172
2.651,-0.020149
2.652,-0.034099
2.653,-0.04513
2.654,-0.048699
2.655,-0.039615
2.656,-0.029882
2.657,-0.029882
2.658,-0.022744
2.659,-0.00263
2.66,0.005805
2.661,-0.003279
2.662,-0.023069
2.663,-0.04805
2.664,-0.055836
2.665,-0.061351
2.666,-0.065569
2.667,-0.056161
2.668,-0.048374
2.669,-0.043508
2.67,-0.038317
2.671,-0.043508
2.672,-0.040912
2.673,-0.02534
2.674,-0.024367
2.675,-0.026638
2.676,-0.021122
2.677,-0.018851
2.678,-0.0195
2.679,-0.012363
2.68,-0.003279
2.681,0.002237
2.682,0.000615
2.683,-0.00555
2.684,-0.008794
2.685,-0.008469
2.686,-0.000359
2.687,0.002237
2.688,-0.001981
2.689,-0.007496
2.69,-0.002305
2.691,0.006454
2.692,0.008725
2.693,0.013592
2.694,0.023973
2.695,0.023973
2.696,0.018783
2.697,0.010996
2.698,-0.004576
2.699,-0.017878
2.7,-0.021122
2.701,-0.013985
2.702,-0.008145
2.703,-0.003279
2.704,-0.003279
2.705,0.000615
2.706,0.004832
2.707,-0.001981
2.708,-0.00555
2.709,0.006454
2.71,0.023325
2.711,0.02884
2.712,0.029164
2.713,0.023325
2.714,-0.001656
2.715,-0.021122
2.716,-0.022096
2.717,-0.002305
2.718,0.02592
2.719,0.018458
2.72,-0.010092
2.721,-0.023718
2.722,-0.03637
2.723,-0.041237
2.724,-0.03637
2.725,-0.022744
2.726,-0.007821
2.727,-0.020149
2.728,-0.025664
2.729,-0.037668
2.73,-0.044157
2.731,-0.046752
2.732,-0.053241
2.733,-0.056809
2.734,-0.043832
2.735,-0.022744
